task_id,CIK,group,seed,Q_alpha0,Q_plus,Q_minus,plus_minus_alpha0,minus_minus_alpha0,alpha0_terminal,alpha0_reason,alpha0_training_configuration_id,alpha0_training_backend,plus_terminal,plus_reason,plus_training_configuration_id,plus_training_backend,minus_terminal,minus_reason,minus_training_configuration_id,minus_training_backend
task_0377f89839d2f032bfc0cf6904588d22ad539fbe3562783535b84c10662982ae,cik:0000804328,other_financial,29,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0377f89839d2f032bfc0cf6904588d22ad539fbe3562783535b84c10662982ae,cik:0000804328,other_financial,47,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.selection_unique_public_candidate_period,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_04b2dad30c202ddf6942813ed466a33a4658e03411d8e5ff858c5920915b0b0d,cik:0000093410,dual_sufficient,11,0,0,0,0,0,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_04b2dad30c202ddf6942813ed466a33a4658e03411d8e5ff858c5920915b0b0d,cik:0000093410,dual_sufficient,29,0,0,0,0,0,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_04b2dad30c202ddf6942813ed466a33a4658e03411d8e5ff858c5920915b0b0d,cik:0000093410,dual_sufficient,47,0,0,0,0,0,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_06a53a1985d8da44ff8a4a7e81bd39af73e80c6b90d85d5bb50e7e58b840969e,cik:0000796343,dual_sufficient,11,0,1,0,1,0,first_final,assessment.not_equivalent_under_admitted_public_relations,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.not_equivalent_under_admitted_public_relations,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_06a53a1985d8da44ff8a4a7e81bd39af73e80c6b90d85d5bb50e7e58b840969e,cik:0000796343,dual_sufficient,29,0,0,0,0,0,first_final,assessment.not_equivalent_under_admitted_public_relations,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.not_equivalent_under_admitted_public_relations,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.not_equivalent_under_admitted_public_relations,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_06a53a1985d8da44ff8a4a7e81bd39af73e80c6b90d85d5bb50e7e58b840969e,cik:0000796343,dual_sufficient,47,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_08e885d991f6bd228de9cba0c3403bce15f4d5976a7f92e0aec6f044f18c97f6,cik:0000101829,other_financial,11,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_08e885d991f6bd228de9cba0c3403bce15f4d5976a7f92e0aec6f044f18c97f6,cik:0000101829,other_financial,29,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_08e885d991f6bd228de9cba0c3403bce15f4d5976a7f92e0aec6f044f18c97f6,cik:0000101829,other_financial,47,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0a70671dce1e852d7717db50f8db049ae3e9577eaecb9a77fb87619ab4c3f115,cik:0001065280,other_financial,11,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0a70671dce1e852d7717db50f8db049ae3e9577eaecb9a77fb87619ab4c3f115,cik:0001065280,other_financial,29,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0a70671dce1e852d7717db50f8db049ae3e9577eaecb9a77fb87619ab4c3f115,cik:0001065280,other_financial,47,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0a989eac1b6a621bea96f491b9d93e7cbc3a197c22210d16f0ab81205484e633,cik:0000093410,composition_required,11,0,0,0,0,0,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0a989eac1b6a621bea96f491b9d93e7cbc3a197c22210d16f0ab81205484e633,cik:0000093410,composition_required,29,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0a989eac1b6a621bea96f491b9d93e7cbc3a197c22210d16f0ab81205484e633,cik:0000093410,composition_required,47,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0b1828e18004cf41d965a58a5075e2e9f829bc1cce7901735d1383090731e180,cik:0000796343,dual_sufficient,11,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0b1828e18004cf41d965a58a5075e2e9f829bc1cce7901735d1383090731e180,cik:0000796343,dual_sufficient,29,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0b1828e18004cf41d965a58a5075e2e9f829bc1cce7901735d1383090731e180,cik:0000796343,dual_sufficient,47,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0b68d233c2cd4324ceac46dc8d070d921ff427cfdc352451bb2ba37bbc53cf7e,cik:0000796343,dual_sufficient,11,1,0,1,-1,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0b68d233c2cd4324ceac46dc8d070d921ff427cfdc352451bb2ba37bbc53cf7e,cik:0000796343,dual_sufficient,29,0,0,1,0,1,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0b68d233c2cd4324ceac46dc8d070d921ff427cfdc352451bb2ba37bbc53cf7e,cik:0000796343,dual_sufficient,47,0,1,0,1,0,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0c507a3411f138865e3c21d8a8df6738f3f086aaa780f703c3105741a7bd69c9,cik:0000796343,dual_sufficient,11,0,0,0,0,0,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0c507a3411f138865e3c21d8a8df6738f3f086aaa780f703c3105741a7bd69c9,cik:0000796343,dual_sufficient,29,0,0,0,0,0,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0c507a3411f138865e3c21d8a8df6738f3f086aaa780f703c3105741a7bd69c9,cik:0000796343,dual_sufficient,47,0,0,0,0,0,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.final_not_supported_by_result,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0cb15f6d225a54253faf0d6b34df82ea464640437ed9e32aa7e49c7de7c7ea1b,cik:0000072971,composition_required,11,0,0,1,0,1,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0cb15f6d225a54253faf0d6b34df82ea464640437ed9e32aa7e49c7de7c7ea1b,cik:0000072971,composition_required,29,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0cb15f6d225a54253faf0d6b34df82ea464640437ed9e32aa7e49c7de7c7ea1b,cik:0000072971,composition_required,47,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0ccf84284c305593a73ba083e9dd673ff5efbd0d3ef92e004c7311bd1b6fa957,cik:0001403161,dual_sufficient,11,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0ccf84284c305593a73ba083e9dd673ff5efbd0d3ef92e004c7311bd1b6fa957,cik:0001403161,dual_sufficient,29,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0ccf84284c305593a73ba083e9dd673ff5efbd0d3ef92e004c7311bd1b6fa957,cik:0001403161,dual_sufficient,47,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_0e185db931c40fdec775b01f3e50654de943cccc19f4ac98e3b8e022b1ee5212,cik:0001403161,composition_required,11,0,0,0,0,0,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0e185db931c40fdec775b01f3e50654de943cccc19f4ac98e3b8e022b1ee5212,cik:0001403161,composition_required,29,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,assessment.mean_requires_all_three_actual_interval_amounts,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_0e185db931c40fdec775b01f3e50654de943cccc19f4ac98e3b8e022b1ee5212,cik:0001403161,composition_required,47,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
task_103e397ee0769324dc0e368fc709ac1cee12e3b4e38352d4b33525f963cb3e54,cik:0000092122,composition_required,11,0,0,0,0,0,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_103e397ee0769324dc0e368fc709ac1cee12e3b4e38352d4b33525f963cb3e54,cik:0000092122,composition_required,29,1,1,1,0,0,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,first_final,PASS,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU
task_103e397ee0769324dc0e368fc709ac1cee12e3b4e38352d4b33525f963cb3e54,cik:0000092122,composition_required,47,0,0,0,0,0,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,response_budget_exhausted,no_final,training_configuration:66e33251935910fe6c18c3aaafd50ad045d1f4946a1be1688da3a4b097bdf34d,single_GPU,provider_error,no_final,training_configuration:9959a7beb582708e6e56e89a63d55e5cb44f2a2f524eadaef711ce1b3070e76d,8GPU_global_SUM
